ticker,check,statistic,observed,lower,upper,inside
ADSK,posterior,max_drawdown_pct,-42.556383297307946,-73.19896793420854,-12.766806797686462,True
AEE,prior,mean_pct,0.042221179404577924,-0.4201175714783537,0.45522948229509874,True
AEE,prior,volatility_pct,1.0722472279863016,0.2123767568645578,3.757111558008844,True
AEE,prior,q01_pct,-3.0433954391628504,-9.347358394033476,-0.45114083776124775,True
AEE,prior,q99_pct,2.5793659687042236,0.48219812078311164,9.325640916818948,True
AEE,prior,max_drawdown_pct,-10.505409111979091,-70.82048943965566,-1.2993932549424958,True
AEE,posterior,mean_pct,0.042221179404577924,-0.18534836341815797,0.26656544184159864,True
AEE,posterior,volatility_pct,1.0722472279863016,0.8801718190228277,1.4930515695186035,True
AEE,posterior,q01_pct,-3.0433954391628504,-4.411667417791314,-1.8546608782030112,True
AEE,posterior,q99_pct,2.5793659687042236,1.9499242581844494,4.555368461766979,True
AEE,posterior,max_drawdown_pct,-10.505409111979091,-42.697027495288566,-5.715574937714124,True
AEP,prior,mean_pct,0.06115079423523184,-0.4201175714783537,0.45522948229509874,True
AEP,prior,volatility_pct,1.1959392640467723,0.2123767568645578,3.757111558008844,True
AEP,prior,q01_pct,-2.857619198039174,-9.347358394033476,-0.45114083776124775,True
AEP,prior,q99_pct,2.72438796237111,0.48219812078311164,9.325640916818948,True
AEP,prior,max_drawdown_pct,-12.134423405369754,-70.82048943965566,-1.2993932549424958,True
AEP,posterior,mean_pct,0.06115079423523184,-0.25033404457756364,0.33860978495492605,True
AEP,posterior,volatility_pct,1.1959392640467723,0.9727014699988025,2.217235934745997,True
AEP,posterior,q01_pct,-2.857619198039174,-6.103194996715779,-2.0759992160441874,True
AEP,posterior,q99_pct,2.72438796237111,2.1734451915847948,5.626986330213189,True
AEP,posterior,max_drawdown_pct,-12.134423405369754,-51.056233529403634,-5.986118323218578,True
AES,prior,mean_pct,0.07703885454475312,-0.4201175714783537,0.45522948229509874,True
AES,prior,volatility_pct,2.0834163261296443,0.2123767568645578,3.757111558008844,True
AES,prior,q01_pct,-3.290296513587236,-9.347358394033476,-0.45114083776124775,True
AES,prior,q99_pct,6.044278535991901,0.48219812078311164,9.325640916818948,True
AES,prior,max_drawdown_pct,-18.98149292497804,-70.82048943965566,-1.2993932549424958,True
AES,posterior,mean_pct,0.07703885454475312,-0.3085225322283833,0.4025544943217315,True
AES,posterior,volatility_pct,2.0834163261296443,1.089017816533383,3.834940263768789,True
AES,posterior,q01_pct,-3.290296513587236,-11.073204709510907,-2.6056751795462922,True
AES,posterior,q99_pct,6.044278535991901,2.6957874604831322,11.08009969752473,True
AES,posterior,max_drawdown_pct,-18.98149292497804,-66.04172338538798,-6.7662203577892805,True
AFL,prior,mean_pct,0.052779690454940464,-0.4201175714783537,0.45522948229509874,True
AFL,prior,volatility_pct,1.0774840490041826,0.2123767568645578,3.757111558008844,True
